#,PLAYER,TEAM,GP,G,A,TP,PPG,PIM,Plus/Minus
405,Josh Connolly(D),Kamloops Blazers,53,1,5,6,0.11,12,-9
406,Jake Mykitiuk(LW),Prince George Cougars,57,1,5,6,0.11,64,-24
407,Kayle Doetzel(D),Red Deer Rebels,49,0,6,6,0.12,20,-4
408,Kord Pankewicz(D),Brandon Wheat Kings,49,0,6,6,0.12,23,-10
409,Michael Mylchreest(D),Prince George Cougars,52,0,6,6,0.12,25,-12
410,Cody Thiel(RW),Red Deer Rebels,52,4,1,5,0.1,37,-11
411,Justin Spagrud(LW),Swift Current Broncos,39,3,2,5,0.13,6,2
412,Rob Trzonkowski(RW),totals,44,3,2,5,0.11,54,-12
,,Kamloops Blazers,41,3,2,5,0.12,45,-12
,,Vancouver Giants,3,0,0,0,0,9,0
413,Luca Leone(RW),Vancouver Giants,30,2,3,5,0.17,14,-13
414,Kevin Pochuk(D),Red Deer Rebels,32,2,3,5,0.16,10,-6
415,Quintin Lisoway(C/LW),Brandon Wheat Kings,38,2,3,5,0.13,9,-12
416,Riley Guenther(D),Prince Albert Raiders,39,2,3,5,0.13,15,4
417,Michal Holub(RW),Seattle Thunderbirds,50,2,3,5,0.1,31,-10
418,Stephen Hak(D),totals,58,2,3,5,0.09,27,-21
,,Red Deer Rebels,1,0,0,0,0,2,1
,,Regina Pats,57,2,3,5,0.09,25,-22
419,Evan Wardley(D),Seattle Thunderbirds,60,2,3,5,0.08,129,-21
420,Connor Gay(RW),Regina Pats,35,1,4,5,0.14,4,-10
421,Spencer Morse(D),Moose Jaw Warriors,46,1,4,5,0.11,90,-12
422,Kirill Vorobyov(D),Portland Winterhawks,53,1,4,5,0.09,36,10
423,Jeremy McIntosh(D),Spokane Chiefs,65,1,4,5,0.08,61,8
424,Jordan Harris(D),Prince George Cougars,17,0,5,5,0.29,6,-9
425,Brent Benson(C),totals,21,0,5,5,0.24,21,-5
,,Saskatoon Blades,11,0,3,3,0.27,14,-4
,,Swift Current Broncos,10,0,2,2,0.2,7,-1
426,Layne Viveiros(D),Portland Winterhawks,22,0,5,5,0.23,10,2
427,Tyson Predinchuk(RW/D),Spokane Chiefs,25,0,5,5,0.2,4,-1
428,Stewart Coyle(D),totals,37,0,5,5,0.14,12,-14
,,Vancouver Giants,17,0,2,2,0.12,4,-13
,,Spokane Chiefs,20,0,3,3,0.15,8,-1
429,Logan Harland(LW/C),Saskatoon Blades,25,3,1,4,0.16,5,-1
430,Blake Penner(LW/C),Medicine Hat Tigers,42,3,1,4,0.1,8,-9
431,Logan Aasman(RW),Everett Silvertips,27,2,2,4,0.15,16,-16
432,Tanner Moar(D/RW),Vancouver Giants,29,2,2,4,0.14,31,-14
433,Griffin Foulk(D),totals,60,2,2,4,0.07,50,1
,,Everett Silvertips,14,0,0,0,0,9,1
,,Seattle Thunderbirds,46,2,2,4,0.09,41,0
434,Mitch Elliot(LW),Seattle Thunderbirds,63,2,2,4,0.06,147,-11
435,Austin Glover(C/RW),Kelowna Rockets,31,1,3,4,0.13,11,2
436,Austin Adam(D),Everett Silvertips,31,1,3,4,0.13,8,-12
437,Stephen Shmoorkoff(D),Edmonton Oil Kings,34,1,3,4,0.12,42,0
438,Ryan Chynoweth(LW),totals,35,1,3,4,0.11,48,-12
,,Everett Silvertips,4,0,0,0,0,7,-3
,,Tri-City Americans,31,1,3,4,0.13,41,-9
439,Josh Thrower(D),Calgary Hitmen,37,1,3,4,0.11,46,-5
440,Miles Warkentine(RW/C),Moose Jaw Warriors,41,1,3,4,0.1,6,-9
441,Rinalds Rosinskis(D),Prince George Cougars,47,1,3,4,0.09,35,-6
442,Josh Uhrich(RW),Moose Jaw Warriors,58,1,3,4,0.07,90,-13
443,Aaron Macklin(LW),Kamloops Blazers,62,1,3,4,0.06,45,-9
444,Ben Carroll(D),Edmonton Oil Kings,4,0,4,4,1,0,3
445,Griffin Mumby(D),Regina Pats,51,0,4,4,0.08,27,-10
446,Gavin Broadhead(C),Medicine Hat Tigers,47,3,0,3,0.06,27,-13
447,Tanner Lishchynsky(D),Prince George Cougars,52,3,0,3,0.06,17,-26
448,Tyler Alos(C),Seattle Thunderbirds,10,2,1,3,0.3,8,-2
449,Kade Pilton(D),Regina Pats,27,2,1,3,0.11,25,-13
450,Matt Staples(D),Medicine Hat Tigers,30,2,1,3,0.1,18,-7
451,Joe Mahon(RW/D),Portland Winterhawks,41,2,1,3,0.07,133,-3
452,Alex Elliott(LW),Saskatoon Blades,5,1,2,3,0.6,2,6
453,Adam Power(D),Spokane Chiefs,17,1,2,3,0.18,6,-1
454,Austin Calladine(C/LW),Calgary Hitmen,33,1,2,3,0.09,12,-7
455,Wil Tomchuk(D),Tri-City Americans,65,1,2,3,0.05,44,-5
456,Lukas Walter(LW),Tri-City Americans,68,1,2,3,0.04,76,-8
457,Jeff Hubic(LW/D),Kootenay Ice,70,1,2,3,0.04,96,-18
458,Riley Van Horne(D),Brandon Wheat Kings,23,0,3,3,0.13,2,-2
459,Albin Blomqvist(D/F),Lethbridge Hurricanes,31,0,3,3,0.1,43,-4
460,Ryan Gagnon(D),Victoria Royals,48,0,3,3,0.06,24,-7
461,Daniel Dale(LW),Swift Current Broncos,70,0,3,3,0.04,89,-11
462,Antoine Corbin(D),Prince Albert Raiders,2,2,0,2,1,4,1
463,Markson Bechtold(LW/C),Spokane Chiefs,5,2,0,2,0.4,2,3
464,Mitch Skapski(LW),Everett Silvertips,34,2,0,2,0.06,10,-12
465,Kolten Olynek(C/RW),Lethbridge Hurricanes,4,1,1,2,0.5,0,-1
466,Tyler Giebel(C/RW),Saskatoon Blades,5,1,1,2,0.4,2,2
467,Alec Baer(C),Vancouver Giants,6,1,1,2,0.33,2,0
468,Tanner Mort(D),Spokane Chiefs,7,1,1,2,0.29,5,-5
469,Daniel Asham(C),Brandon Wheat Kings,8,1,1,2,0.25,0,0
470,Fraser Bulbuc(LW),Tri-City Americans,8,1,1,2,0.25,0,0
471,Cole Hamblin(D),Regina Pats,8,1,1,2,0.25,4,-1
472,Jessey Astles(LW/RW),Saskatoon Blades,22,1,1,2,0.09,43,0
473,Clint Filbrandt(D),Tri-City Americans,31,1,1,2,0.06,17,2
474,Harrison Harper(RW/D),Lethbridge Hurricanes,45,1,1,2,0.04,60,-11
475,Kirk Johnson(D),Moose Jaw Warriors,47,1,1,2,0.04,10,-15
476,Ryley Lindgren(C/RW),Brandon Wheat Kings,4,0,2,2,0.5,0,-1
477,Reid Jackson(D),Moose Jaw Warriors,12,0,2,2,0.17,24,-5
478,Jesse Miller(RW),Red Deer Rebels,26,0,2,2,0.08,13,-8
479,Luke Harrison(RW),Victoria Royals,27,0,2,2,0.07,26,-13
480,Tye Hand(D),Regina Pats,31,0,2,2,0.06,58,-2
481,Steven Owre(C),Medicine Hat Tigers,37,0,2,2,0.05,6,-8
482,Tim Vanstone(C/RW),Prince Albert Raiders,39,0,2,2,0.05,36,-4
483,Kolton Dixon(D),Victoria Royals,39,0,2,2,0.05,47,-8
484,Mike Simpson(D),totals,65,0,2,2,0.03,82,-14
,,Kootenay Ice,40,0,1,1,0.03,47,-7
,,Lethbridge Hurricanes,25,0,1,1,0.04,35,-7
485,Matt Thomas(D),Kootenay Ice,66,0,2,2,0.03,28,-20
486,Braylon Shmyr(LW),Brandon Wheat Kings,1,1,0,1,1,2,-1
